Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Carla Wolfe,48,7232.06,1,4.9,6,2009-11-21 12:47:00,"67507 Brittany Prairie Apt. 279 Solisborough, VA 81388-7017",Ross Group,0,VA,Solisborough,3-5years,45-55,1475.93,1.2,Yes,2009,4,0.0,29.400000000000002,1225.77
Emily Little,35,6683.82,1,7.82,7,2015-05-06 23:55:00,"1779 Jessica Glen West Tylerport, VT 62988-2923",Moore PLC,0,VT,Tylerport,5-10years,35-45,854.71,0.9,Yes,2015,2,0.0,54.74,757.8
Jason Santana,39,9408.96,1,3.83,4,2011-09-30 06:15:00,"8072 Kathy Harbors Apt. 845 Normanburgh, MA 46572-1532",Gonzalez LLC,0,MA,Normanburgh,3-5years,35-45,2456.65,1.0,Yes,2011,3,0.0,15.32,1948.02
Willie Proctor,47,8291.93,0,4.47,7,2012-04-28 20:15:00,"62726 Tracey Passage Apt. 685 South Brittany, RI 28461",Schmidt Group,0,RI,Brittany,3-5years,45-55,1855.02,1.6,No,2012,2,0.0,31.29,1515.89
Todd Harris,41,10017.82,0,6.0,8,2012-09-10 22:22:00,"28501 Shawn Village Apt. 894 New Jasonhaven, WY 35010-3731","Henry, Warren and Lyons",0,WY,Jasonhaven,5-10years,35-45,1669.64,1.3,No,2012,3,0.0,48.0,1431.12
Kimberly Nichols,38,7320.49,0,1.58,10,2008-01-16 23:56:00,"4920 Byrd Ford Danielbury, VI 04457",King-Rodriguez,0,VI,Danielbury,1-3years,35-45,4633.22,6.3,No,2008,1,0.0,15.8,2837.4
Derek Russell,43,8817.29,0,3.19,8,2010-05-28 12:49:00,"2445 Jean Row Vasquezbury, RI 25867-8317",Hartman-Smith,0,RI,Vasquezbury,3-5years,35-45,2764.04,2.5,No,2010,2,0.0,25.52,2104.37
Robert Huff,36,8948.86,0,7.37,10,2010-12-05 10:46:00,"36802 Wallace Parkways Jacquelineland, IL 81451","Carlson, Guerra and Daniel",0,IL,Jacquelineland,5-10years,35-45,1214.23,1.4,No,2010,4,0.0,73.7,1069.16
Kelly Terry,45,3689.95,1,5.01,11,2014-10-09 10:05:00,"3798 Johnson Gardens Hughesside, PR 65467","Ellis, Johnston and Sullivan",0,PR,Hughesside,5-10years,45-55,736.52,2.2,Yes,2014,4,0.0,55.11,613.97
Francisco Martinez,52,8185.22,1,5.76,8,2016-10-12 21:52:00,"842 Hebert Wells Suite 823 North Tina, WI 75284-1996","Washington, Watson and Jarvis",0,WI,Tina,5-10years,45-55,1421.05,1.4,Yes,2016,4,0.0,46.08,1210.83
Jason Garcia,43,9347.89,1,4.17,8,2009-01-19 11:50:00,"751 Robert Lock Suite 515 Smithmouth, KS 83199-2220",Reid and Sons,0,KS,Smithmouth,3-5years,35-45,2241.7,1.9,Yes,2009,1,0.0,33.36,1808.1
Daniel Johnson,42,12888.85,1,4.79,8,2010-03-30 04:37:00,"01614 Parker Garden New Patricia, SD 99014",Turner and Sons,0,SD,Patricia,3-5years,35-45,2690.78,1.7,Yes,2010,1,0.0,38.32,2226.05
Gregory Blake,41,5387.41,1,4.17,8,2013-03-26 16:02:00,"25024 Rasmussen Haven Port Brendantown, UT 25626-9953","Brooks, Sutton and Castro",0,UT,Brendantown,3-5years,35-45,1291.94,1.9,Yes,2013,1,0.0,33.36,1042.05
Richard Odonnell,38,7605.49,0,6.99,10,2014-03-13 19:27:00,"0297 Mendoza Motorway Lisastad, IN 31184-3807","Lewis, West and Snyder",0,IN,Lisastad,5-10years,35-45,1088.05,1.4,No,2014,1,0.0,69.9,951.88
Monica Espinoza,45,8480.93,0,4.57,9,2009-06-26 10:22:00,"602 Jennifer Brook Suite 753 North Alison, NJ 24477","Pratt, Carter and Lopez",0,NJ,Alison,3-5years,45-55,1855.78,2.0,No,2009,2,0.0,41.13,1522.61
David Hansen,29,11274.46,1,4.43,8,2014-03-31 07:43:00,"742 Ortiz Street Apt. 568 Robertland, AS 94732-7050","Crawford, Scott and Smith",0,AS,Robertland,3-5years,25-35,2545.02,1.8,Yes,2014,1,0.0,35.44,2076.33
Elizabeth Chandler,43,13116.73,0,3.57,9,2006-04-15 03:59:00,USNS Garcia FPO AA 23264-4875,Morris Inc,0,,23264-4875,3-5years,35-45,3674.15,2.5,No,2006,2,0.0,32.129999999999995,2870.18
Michael White,32,7896.65,0,7.12,8,2015-10-17 17:47:00,"48465 Susan Summit Suite 561 Hawkinston, WY 60818",Hawkins-Mckay,0,WY,Hawkinston,5-10years,25-35,1109.08,1.1,No,2015,4,0.0,56.96,972.49
William Pacheco,36,12086.92,1,5.52,6,2008-03-11 20:48:00,"PSC 6149, Box 2267 APO AA 69767-2977",Wilkerson-Miller,0,Box,6149,5-10years,35-45,2189.66,1.1,Yes,2008,1,0.0,33.12,1853.82
Dr. Brandon Adams,42,10500.77,0,5.68,6,2013-06-22 06:20:00,"93971 Jacob Flats Port Shannonton, IN 95823-2039",Friedman-Carroll,0,IN,Shannonton,5-10years,35-45,1848.73,1.1,No,2013,2,0.0,34.08,1571.97
William Burns,38,7673.0,1,7.42,7,2006-02-25 19:40:00,"432 Allen Station North Rebecca, MA 78424-2850","Santos, Hughes and Miller",0,MA,Rebecca,5-10years,35-45,1034.1,0.9,Yes,2006,1,0.0,51.94,911.28
Jack Ortega,42,14242.7,0,5.79,10,2009-06-09 07:44:00,"49625 Joseph Mountain West Brandon, AL 19037-8797",Anderson-Evans,0,AL,Brandon,5-10years,35-45,2459.88,1.7,No,2009,2,0.0,57.9,2097.6
Jonathan Cooley,40,6590.63,1,4.52,7,2012-03-12 14:56:00,"3012 Kimberly Lights West Teresa, CA 83239",Larsen-Johnson,0,CA,Teresa,3-5years,35-45,1458.1,1.5,Yes,2012,1,0.0,31.639999999999997,1193.95
Erin Norris,37,15070.32,0,6.91,6,2016-01-02 16:43:00,"081 Randy Crest Apt. 821 South James, LA 27688-1775",Garcia LLC,0,LA,James,5-10years,35-45,2180.94,0.9,No,2016,1,0.0,41.46,1905.22
Michael Grant,37,13717.41,1,6.5,7,2014-03-31 08:16:00,"2978 Luke Cape Tracyfort, NJ 87595-8510","Flores, Davis and Duncan",0,NJ,Tracyfort,5-10years,35-45,2110.37,1.1,Yes,2014,1,0.0,45.5,1828.99
Connor Knapp,41,9219.95,1,5.21,10,2015-09-21 16:18:00,"7805 Kerri Route Marystad, UT 08020","Smith, Simpson and Wolf",0,UT,Marystad,5-10years,35-45,1769.66,1.9,Yes,2015,3,0.0,52.1,1484.69
Megan Jenkins,65,10430.5,0,6.5,6,2013-03-10 14:36:00,"3462 Teresa Falls Apt. 035 Charlesview, MS 09689-7606",Bates-Ramos,0,MS,Charlesview,5-10years,65+,1604.69,0.9,No,2013,1,0.0,39.0,1390.73
Sarah Hall,45,5200.06,1,6.33,8,2014-05-05 13:36:00,"3930 Baker Square North Michaelside, PR 98680",Sanchez-Brown,0,PR,Michaelside,5-10years,45-55,821.49,1.3,Yes,2014,2,0.0,50.64,709.42
Tony Schneider,43,11197.42,1,3.48,9,2009-04-30 13:55:00,"329 Pierce Place Apt. 176 North Tammybury, WV 17594",Harper-Noble,0,WV,Tammybury,3-5years,35-45,3217.65,2.6,Yes,2009,2,0.0,31.32,2499.42
Karen Peterson,45,13650.64,0,4.96,8,2010-04-05 02:15:00,"1721 Diana Canyon Suite 811 Dukemouth, NC 04129-3149","Moore, Donaldson and Stevens",0,NC,Dukemouth,3-5years,45-55,2752.15,1.6,No,2010,2,0.0,39.68,2290.38
Tiffany Case,42,7351.72,0,5.26,9,2015-09-26 01:05:00,"0792 Denise Lodge Apt. 903 Jenniferchester, HI 96154-9657",Clark Inc,0,HI,Jenniferchester,5-10years,35-45,1397.67,1.7,No,2015,3,0.0,47.339999999999996,1174.4
Mary Sanchez,33,10306.21,1,6.36,9,2011-12-20 17:01:00,"073 Joseph Knolls Apt. 112 West Mary, NV 59877","Smith, Wright and Price",0,NV,Mary,5-10years,25-35,1620.47,1.4,Yes,2011,4,0.0,57.24,1400.3
David Moran,37,10147.22,0,6.63,8,2014-07-02 06:46:00,"278 Barbara Divide Suite 780 North Elizabeth, SC 44587-8722","Harris, Mcdonald and Johnson",0,SC,Elizabeth,5-10years,35-45,1530.5,1.2,No,2014,3,0.0,53.04,1329.91
David Lopez,48,10528.71,0,5.0,9,2007-09-17 05:36:00,"1630 Robert Points Apt. 793 East Jonathonberg, NH 78592-4122",Good Inc,0,NH,Jonathonberg,5-10years,45-55,2105.74,1.8,No,2007,3,0.0,45.0,1754.78
Cynthia Nguyen,41,10054.6,1,4.93,6,2015-04-28 16:20:00,"PSC 5666, Box 1288 APO AE 26505",Sullivan-Weaver,0,Box,5666,3-5years,35-45,2039.47,1.2,Yes,2015,2,0.0,29.58,1695.55
Brittany Smith,45,8595.24,0,6.4,10,2012-11-08 06:43:00,"151 Sara Springs Lake Davidside, AK 46384-8806",Patrick-Walker,0,AK,Davidside,5-10years,45-55,1343.01,1.6,No,2012,4,0.0,64.0,1161.52
Laura Smith,45,6681.61,1,5.6,8,2010-06-16 21:05:00,"1723 Galloway Groves Apt. 026 Timothystad, PR 36052-9128","West, Gonzales and Shields",0,PR,Timothystad,5-10years,45-55,1193.14,1.4,Yes,2010,2,0.0,44.8,1012.37
Michael Dominguez,29,10203.18,1,5.82,8,2014-01-03 23:18:00,"3043 Walters Loaf Suite 575 Christophermouth, TN 25692",Guzman-Hunter,0,TN,Christophermouth,5-10years,25-35,1753.12,1.4,Yes,2014,1,0.0,46.56,1496.07
Paul Wagner,42,10427.12,0,6.64,10,2011-06-04 23:57:00,"49936 Colleen Stream Port Elizabeth, MN 80287-5385","Santos, Jackson and Guerrero",0,MN,Elizabeth,5-10years,35-45,1570.35,1.5,No,2011,2,0.0,66.39999999999999,1364.81
Calvin Coleman,39,10388.38,0,5.1,7,2013-07-09 16:29:00,Unit 9127 Box 5819 DPO AE 24161,Stark-Clarke,0,,24161,5-10years,35-45,2036.94,1.4,No,2013,3,0.0,35.699999999999996,1703.01
Lisa Burton,39,9353.38,0,4.06,7,2014-02-04 02:19:00,Unit 9800 Box 2878 DPO AA 75157,Smith-Alexander,0,,75157,3-5years,35-45,2303.79,1.7,No,2014,1,0.0,28.419999999999998,1848.49
John Gonzales,42,11756.06,0,4.88,8,2014-07-31 14:15:00,"3880 Denise Curve South Christopher, NC 79432","Martin, White and Hernandez",0,NC,Christopher,3-5years,35-45,2409.03,1.6,No,2014,3,0.0,39.04,1999.33
Linda Hubbard,40,12295.95,1,5.69,11,2010-01-08 23:22:00,"8983 Benjamin Run South Kelseytown, AZ 03915",Vincent Group,0,AZ,Kelseytown,5-10years,35-45,2160.98,1.9,Yes,2010,1,0.0,62.59,1837.96
Rachel Hull,40,7819.46,1,4.77,9,2014-07-03 11:47:00,"02794 Edward Summit Suite 660 Victoriahaven, TN 44165",Taylor LLC,0,TN,Victoriahaven,3-5years,35-45,1639.3,1.9,Yes,2014,3,0.0,42.92999999999999,1355.19
Tracy Ray,34,10674.92,1,3.09,9,2006-08-15 20:48:00,Unit 3715 Box 1153 DPO AA 36768-7501,Wise Inc,0,,36768-7501,3-5years,25-35,3454.67,2.9,Yes,2006,3,0.0,27.81,2610.0
Sarah Bailey,37,10989.43,0,6.62,10,2013-07-14 15:25:00,"56493 Becker Stravenue Suite 006 West Anna, MS 49275",Spencer and Sons,0,MS,Anna,5-10years,35-45,1660.03,1.5,No,2013,3,0.0,66.2,1442.18
Aaron King,46,7504.79,0,5.98,8,2007-05-13 20:42:00,"38346 Smith Prairie Arnoldside, MD 33861-4885",Hernandez PLC,0,MD,Arnoldside,5-10years,45-55,1254.98,1.3,No,2007,2,0.0,47.84,1075.18
Bradley Washington,46,9306.05,0,5.35,7,2016-01-01 18:31:00,"149 Paula Divide Vazquezfurt, MN 57597-1890",Smith and Sons,0,MN,Vazquezfurt,5-10years,45-55,1739.45,1.3,No,2016,1,0.0,37.449999999999996,1465.52
Holly Caldwell,37,11523.63,1,3.56,7,2014-10-29 11:21:00,"020 Amy Groves Suite 845 Phillipsport, AL 40594","Spencer, Young and Shaw",0,AL,Phillipsport,3-5years,35-45,3236.97,2.0,Yes,2014,4,0.0,24.92,2527.11
Cheryl Bruce,44,9613.84,1,4.38,8,2014-06-18 19:25:00,"PSC 5054, Box 2004 APO AP 20629","Oconnor, Hernandez and Bailey",0,Box,5054,3-5years,35-45,2194.94,1.8,Yes,2014,2,0.0,35.04,1786.96
Megan Flynn,48,13298.38,0,2.99,8,2015-12-06 16:55:00,"86354 Brenda Manor Port Stevenmouth, NC 39915","Smith, Shelton and Williams",0,NC,Stevenmouth,1-3years,45-55,4447.62,2.7,No,2015,4,0.0,23.92,3332.93
Amanda Williams,37,8614.75,0,5.03,9,2011-07-07 15:43:00,"79676 Johnson Villages Apt. 089 Reyesstad, DC 78510",Jones-Fisher,0,DC,Reyesstad,5-10years,35-45,1712.67,1.8,No,2011,3,0.0,45.27,1428.65
Amy Morris,45,9951.97,1,4.4,6,2015-04-01 19:58:00,"017 Gutierrez Fork New Benjamin, VA 99400","Patel, Smith and Campos",0,VA,Benjamin,3-5years,45-55,2261.81,1.4,Yes,2015,2,0.0,26.400000000000002,1842.96
Teresa Garcia,46,11343.33,1,3.69,8,2012-09-20 05:52:00,"2374 Jackson Walks Larryberg, PW 89438-7588",Ibarra and Sons,0,PW,Larryberg,3-5years,45-55,3074.07,2.2,Yes,2012,3,0.0,29.52,2418.62
Thomas Mcintosh,38,10026.44,1,6.85,9,2014-01-12 02:04:00,"510 Alexander Pike New Scottfort, NV 46217-8559",Garrett Ltd,0,NV,Scottfort,5-10years,35-45,1463.71,1.3,Yes,2014,1,0.0,61.65,1277.25
Justin Friedman,38,8473.65,1,4.78,7,2010-11-29 19:37:00,"9195 Erin Terrace Suite 818 Lake Feliciaberg, NV 64016-8747",Garcia-Johnson,0,NV,Feliciaberg,3-5years,35-45,1772.73,1.5,Yes,2010,4,0.0,33.46,1466.03
Whitney Beasley,42,12989.06,0,5.0,10,2010-03-15 16:50:00,"PSC 3448, Box 5424 APO AE 92778-0504",Knight Inc,0,Box,3448,5-10years,35-45,2597.81,2.0,No,2010,1,0.0,50.0,2164.84
Beverly Perry,38,12893.47,1,5.69,5,2012-11-20 05:53:00,"3145 Cruz Mill North Deborahstad, AR 02085",Mathis Ltd,0,AR,Deborahstad,5-10years,35-45,2265.99,0.9,Yes,2012,4,0.0,28.450000000000003,1927.28
David Sweeney,34,7324.32,0,6.69,10,2014-12-16 02:23:00,"755 Ashley Motorway Suite 227 West Rachel, NH 67933-7552","Adams, Dominguez and Vasquez",0,NH,Rachel,5-10years,25-35,1094.82,1.5,No,2014,4,0.0,66.9,952.45
Amber Williams,40,8530.23,1,3.66,10,2012-03-02 18:33:00,"2896 Diana Spur Suite 985 New Tami, IN 56915","Lee, Daniels and Ryan",0,IN,Tami,3-5years,35-45,2330.66,2.7,Yes,2012,1,0.0,36.6,1830.52
Lisa Murray,46,10675.86,0,3.33,7,2014-12-06 22:07:00,"943 Briana Circles Lake Joseph, UT 22842-6913","Herring, Lee and Taylor",0,UT,Joseph,3-5years,45-55,3205.96,2.1,No,2014,4,0.0,23.310000000000002,2465.56
Jose Hoffman,43,10300.24,0,6.44,8,2008-06-15 13:51:00,"244 Johnson Court Lake Justin, MD 66889-8251",Rice PLC,0,MD,Justin,5-10years,35-45,1599.42,1.2,No,2008,2,0.0,51.52,1384.44
Regina Kirby,41,10921.54,0,5.07,3,2015-09-04 11:32:00,"310 Amy Underpass Suite 089 Lake Kevin, DC 23138-4553",Schaefer-Berry,0,DC,Kevin,5-10years,35-45,2154.15,0.6,No,2015,3,0.0,15.21,1799.27
Shawn Ramirez,42,10527.52,1,8.42,8,2008-02-03 02:07:00,"7873 Trevino Tunnel Angelamouth, AZ 84280","Gilbert, Bennett and Lindsey",0,AZ,Angelamouth,5-10years,35-45,1250.3,1.0,Yes,2008,1,0.0,67.36,1117.57
Ruben Thomas,44,8338.05,0,6.57,11,2008-02-15 18:36:00,"919 Bennett Gateway Russochester, SC 57606",Cohen-Rodriguez,0,SC,Russochester,5-10years,35-45,1269.11,1.7,No,2008,1,0.0,72.27000000000001,1101.46
Austin Palmer,36,9593.71,0,3.98,6,2009-03-21 00:05:00,"85112 Raymond Ridge Suite 934 East Christinachester, CO 33248",Lynch-Davies,0,CO,Christinachester,3-5years,35-45,2410.48,1.5,No,2009,1,0.0,23.88,1926.45
Anthony Hall,46,11537.69,1,6.37,7,2011-01-24 07:40:00,"0910 Bell Mount West Lindseyview, MS 35802",Kelly Group,0,MS,Lindseyview,5-10years,45-55,1811.25,1.1,Yes,2011,1,0.0,44.59,1565.49
Richard Gardner,35,12936.64,1,3.73,6,2010-07-31 02:11:00,"617 Diane River Lake Jillianton, TX 91296-2338",Alexander-Reed,0,TX,Jillianton,3-5years,35-45,3468.27,1.6,Yes,2010,3,0.0,22.38,2735.02
Destiny Morales,40,8815.24,0,5.63,9,2012-11-15 04:23:00,"108 Oscar Rapids Port Vanessa, KY 23348-6290","Martin, Flores and Graham",0,KY,Vanessa,5-10years,35-45,1565.76,1.6,No,2012,4,0.0,50.67,1329.6
Brittany Murphy,42,12300.94,1,6.89,10,2007-06-19 09:53:00,"892 Elizabeth Mission Apt. 511 West Leslieville, WA 98000-6023","Schmidt, Johnston and Kaufman",0,WA,Leslieville,5-10years,35-45,1785.33,1.5,Yes,2007,2,0.0,68.89999999999999,1559.05
Tony Soto,35,11830.36,1,4.41,6,2006-10-01 16:57:00,"227 Jennifer Park Smithbury, TN 22659-9788",Nichols-Wade,0,TN,Smithbury,3-5years,35-45,2682.62,1.4,Yes,2006,4,0.0,26.46,2186.76
Sharon Torres,36,14715.53,1,5.73,9,2014-01-31 00:05:00,"983 Carl Run Apt. 446 West Christina, NM 45895","Blanchard, Hawkins and Torres",0,NM,Christina,5-10years,35-45,2568.16,1.6,Yes,2014,1,0.0,51.57000000000001,2186.56
Brenda Fuentes,44,9214.98,1,6.44,7,2016-03-04 14:24:00,"443 Shari Plains Apt. 479 Tiffanyside, TN 88122","Boyd, Jennings and Gutierrez",0,TN,Tiffanyside,5-10years,35-45,1430.9,1.1,Yes,2016,1,0.0,45.080000000000005,1238.57
Rodney Evans,49,8092.13,0,6.32,5,2011-10-22 19:12:00,"025 Ricky Ford East John, AS 71101-1423",Simmons Inc,0,AS,John,5-10years,45-55,1280.4,0.8,No,2011,4,0.0,31.6,1105.48
Robin Woods,41,12008.34,1,4.94,7,2009-12-24 12:36:00,"404 Joshua Estate Apt. 074 Jacobsonside, CT 88758-3164",Bright PLC,0,CT,Jacobsonside,3-5years,35-45,2430.84,1.4,Yes,2009,4,0.0,34.580000000000005,2021.61
Jennifer Anderson,38,11803.58,1,6.97,6,2015-12-15 11:48:00,"521 Charles Lakes Lake Michaelland, NE 42708","Stewart, Sanchez and Valentine",0,NE,Michaelland,5-10years,35-45,1693.48,0.9,Yes,2015,4,0.0,41.82,1481.0
Tabitha Love,37,13498.28,1,7.06,9,2007-11-23 13:38:00,"8308 Rhodes Crest Apt. 745 Beckyfurt, KS 20974-1928",Stein PLC,0,KS,Beckyfurt,5-10years,35-45,1911.94,1.3,Yes,2007,4,0.0,63.54,1674.72
Diana Carroll,46,9601.95,0,5.9,9,2011-08-10 04:56:00,"3270 Barnes Station Suite 780 Lake Blake, TN 43554-9146",Rubio-Humphrey,0,TN,Blake,5-10years,45-55,1627.45,1.5,No,2011,3,0.0,53.1,1391.59
Matthew Jacobs,54,13184.51,0,6.04,8,2013-03-20 17:57:00,"507 Harris Summit East Kevin, WY 06036-0197","Nichols, Carter and Goodman",0,WY,Kevin,5-10years,45-55,2182.87,1.3,No,2013,1,0.0,48.32,1872.8
Rebecca Prince,36,4690.57,1,5.41,8,2012-01-25 00:45:00,"209 Daniel Springs Suite 388 Port Courtneybury, PW 27640-7474",Sandoval-Mcgrath,0,PW,Courtneybury,5-10years,35-45,867.02,1.5,Yes,2012,1,0.0,43.28,731.76
Eric Smith,37,11416.56,0,6.06,6,2006-04-03 04:29:00,"166 Julie Vista Apt. 132 Lake Sarahborough, HI 29875",Thomas-Curtis,0,HI,Sarahborough,5-10years,35-45,1883.92,1.0,No,2006,2,0.0,36.36,1617.08
Jeffrey Hernandez,56,9940.54,1,6.57,7,2014-03-04 07:00:00,"2739 Jackson Mission Rojashaven, WI 86960",Thompson-Elliott,0,WI,Rojashaven,5-10years,55-65,1513.02,1.1,Yes,2014,1,0.0,45.99,1313.15
William Newman,35,13680.25,1,5.79,9,2011-10-07 15:43:00,"3785 Duran Lodge Port Nicholashaven, MH 08892-1815",Williams-Charles,0,MH,Nicholashaven,5-10years,35-45,2362.74,1.6,Yes,2011,4,0.0,52.11,2014.76
Ashley Smith,29,5900.78,1,5.56,8,2007-09-19 06:55:00,"663 White Tunnel Suite 995 Port Joseph, PR 93959-2444","Jones, Reyes and Cross",0,PR,Joseph,5-10years,25-35,1061.29,1.4,Yes,2007,3,0.0,44.48,899.51
Sandra Mcintyre,36,10339.05,1,6.88,7,2010-08-02 09:34:00,"10676 Ferguson Ranch Suite 380 Lake Parker, OH 23498",Cowan Inc,0,OH,Parker,5-10years,35-45,1502.77,1.0,Yes,2010,3,0.0,48.16,1312.06
Robert Joseph,46,11538.57,1,7.93,10,2015-04-03 16:15:00,"95222 Lisa Turnpike South Laurenburgh, NC 33273-8443",Cortez Inc,0,NC,Laurenburgh,5-10years,45-55,1455.05,1.3,Yes,2015,2,0.0,79.3,1292.11
George Chavez,43,7178.92,1,5.32,8,2007-12-15 00:13:00,"63837 Jessica Valleys Apt. 645 East Jasmine, WV 26260-6871","Rodriguez, Moore and Cunningham",0,WV,Jasmine,5-10years,35-45,1349.42,1.5,Yes,2007,4,0.0,42.56,1135.91
Joshua Walters,51,8840.51,0,2.7,7,2012-08-28 14:56:00,USS Mcdonald FPO AA 93590,Bennett Ltd,0,,93590,1-3years,45-55,3274.26,2.6,No,2012,3,0.0,18.900000000000002,2389.33
John Howard,47,14154.26,0,4.73,9,2012-08-19 15:56:00,"PSC 9026, Box 5801 APO AE 43474",Cantu Inc,0,Box,9026,3-5years,45-55,2992.44,1.9,No,2012,3,0.0,42.57000000000001,2470.2
Deborah Howell,42,10583.76,0,6.51,9,2006-08-18 05:47:00,"9609 Harper Dale New Danieltown, AR 80238-4616",Ortiz Ltd,0,AR,Danieltown,5-10years,35-45,1625.77,1.4,No,2006,3,0.5,58.589999999999996,1409.29
Terry Diaz,46,11401.63,0,6.13,5,2014-06-30 15:46:00,USNV Rose FPO AP 67907-1654,"Charles, Cruz and Marshall",0,,67907-1654,5-10years,45-55,1859.97,0.8,No,2014,2,0.0,30.65,1599.11
Roberto Gonzales,41,7495.6,1,6.57,8,2009-11-29 08:47:00,"13697 Hale Burgs Apt. 574 Jamesfort, UT 03958-6187",Davis and Sons,0,UT,Jamesfort,5-10years,35-45,1140.88,1.2,Yes,2009,4,0.5,52.56,990.17
Jesse Mitchell,36,8878.96,1,4.66,9,2016-06-24 08:32:00,"4563 Rebecca Rest Lisaville, GA 03268","Dunn, Hopkins and Adams",0,GA,Lisaville,3-5years,35-45,1905.36,1.9,Yes,2016,2,0.0,41.94,1568.72
Linda Allen,37,11111.59,1,6.0,7,2013-11-01 00:22:00,"9111 Harris Throughway Roblesfurt, MA 91589",Butler-Alexander,0,MA,Roblesfurt,5-10years,35-45,1851.93,1.2,Yes,2013,4,0.0,42.0,1587.37
Heather Hernandez,42,8519.64,0,3.99,8,2006-03-01 07:20:00,"6815 Andrea Isle Lindseyborough, OR 26077-2763","Carr, Esparza and Flores",0,OR,Lindseyborough,3-5years,35-45,2135.25,2.0,No,2006,1,0.0,31.92,1707.34
Ryan Chapman,44,12361.42,1,3.7,10,2014-11-13 21:11:00,"PSC 3188, Box 1421 APO AA 49368-5290",Williams Ltd,0,Box,3188,3-5years,35-45,3340.92,2.7,Yes,2014,4,0.0,37.0,2630.09
Anthony Mooney,41,9014.9,1,4.45,7,2010-11-19 04:30:00,"9131 Russell Court Suite 160 South Michellefurt, PW 79597",Knight-Price,0,PW,Michellefurt,3-5years,35-45,2025.82,1.6,Yes,2010,4,0.0,31.150000000000002,1654.11
Timothy Henry,42,6081.5,0,3.73,8,2011-04-22 16:14:00,"73765 Crystal Terrace Apt. 641 Ramirezfort, GU 82626-0948","Norris, Chavez and Martinez",0,GU,Ramirezfort,3-5years,35-45,1630.43,2.1,No,2011,2,0.0,29.84,1285.73
Vanessa Hayes,43,10944.65,1,2.62,9,2010-06-24 21:15:00,"820 Kristin Lock Suite 348 Emilyhaven, WI 45502-8866",Casey-Stevens,0,WI,Emilyhaven,1-3years,35-45,4177.35,3.4,Yes,2010,2,0.0,23.580000000000002,3023.38
Timothy Jacobs,40,11764.35,1,5.54,9,2006-09-16 05:57:00,"835 Potter Field Apt. 413 Port Kristina, IL 58467",Lawson-Jones,0,IL,Kristina,5-10years,35-45,2123.53,1.6,Yes,2006,3,0.0,49.86,1798.83
Austin Melendez,44,12155.91,1,4.11,5,2009-07-30 18:11:00,"697 Mcdowell Pike Lake Phillip, LA 32009-7853","Carlson, Ramos and Johnson",0,LA,Phillip,3-5years,35-45,2957.64,1.2,Yes,2009,3,0.0,20.55,2378.85
Brittany Green,41,11971.75,1,5.38,7,2011-02-13 18:26:00,"1241 Wiley Motorway Prattchester, TN 32961-5246","Smith, Stein and Mueller",0,TN,Prattchester,5-10years,35-45,2225.23,1.3,Yes,2011,1,0.0,37.66,1876.45
Michael Perry,41,14080.95,1,4.61,7,2015-06-09 20:51:00,Unit 2093 Box 1530 DPO AA 53596-7800,Stone PLC,0,,53596-7800,3-5years,35-45,3054.44,1.5,Yes,2015,2,0.0,32.27,2509.97
Theresa Martinez,41,6204.86,1,6.08,8,2016-05-12 17:50:00,"21267 Nixon Coves Moorestad, NH 93322-8817",Howell-Valdez,0,NH,Moorestad,5-10years,35-45,1020.54,1.3,Yes,2016,2,0.0,48.64,876.39
Jessica Gutierrez,39,4994.48,0,5.02,8,2016-07-29 12:56:00,"0347 Glenn Springs Kellyview, GU 58381-4038",Moreno-Sharp,0,GU,Kellyview,5-10years,35-45,994.92,1.6,No,2016,3,0.0,40.16,829.65
James Franklin,36,11047.43,0,5.98,8,2006-04-11 05:00:00,"399 Herbert Key Port Thomas, PR 14265","Wright, Myers and Garcia",0,PR,Thomas,5-10years,35-45,1847.4,1.3,No,2006,2,0.0,47.84,1582.73
Julie Francis,40,12925.64,0,4.04,7,2013-03-16 06:25:00,"6656 Edward Manors Apt. 704 Flynnshire, GA 70372","Frank, Knox and Robinson",0,GA,Flynnshire,3-5years,35-45,3199.42,1.7,No,2013,1,0.0,28.28,2564.61
Marissa Nguyen,36,8233.25,1,4.35,7,2013-08-24 22:54:00,"8541 King Spur Suite 184 Aliciafurt, AZ 39457",Mueller LLC,0,AZ,Aliciafurt,3-5years,35-45,1892.7,1.6,Yes,2013,3,0.0,30.449999999999996,1538.93
Marie Bauer,39,9282.33,0,4.52,11,2009-04-08 21:56:00,"8923 Nunez Cove Apt. 302 New Allisonmouth, MP 01493",Bell-Kelly,0,MP,Allisonmouth,3-5years,35-45,2053.61,2.4,No,2009,2,0.0,49.72,1681.58
Thomas Brown,46,13383.25,1,5.27,9,2010-04-06 23:18:00,"5098 Daniel Village Apt. 434 North Josephmouth, NJ 26103-2939",Brown-Estrada,0,NJ,Josephmouth,5-10years,45-55,2539.52,1.7,Yes,2010,2,0.0,47.42999999999999,2134.49
